Section #,Attack Surface Layer,Key Threats,MITRE ID,Zero-Trust Pillar,Change Log
2.1.14,Device Posture & MDM Integrity,"Device Compliance Policy Gap Exploitation: Gaps in MDM compliance policy definitions — such as absence of checks for EDR agent health, firewall state, disk encryption enforcement, OS patch level, or screen lock timeout — allow non-compliant endpoints to satisfy device health checks and receive Conditional Access grants. Compliance policy must be treated as a living security control subject to continuous review against the current threat landscape.",T1562.001 – Impair Defenses: Disable or Modify Tools; T1553 – Subvert Trust Controls,Devices,
2.1.14,Device Posture & MDM Integrity,"Unmanaged and BYOD Device Access to Corporate Resources: Personal or contractor-owned devices accessing corporate SaaS platforms, email, or data repositories outside of MDM enrolment and device compliance enforcement. Unmanaged devices provide no device health signal to the Zero-Trust policy engine and should be restricted to MAM-only (Mobile Application Management) access with enforced data containment, or denied access to sensitive data classifications entirely per NIST SP 800-207.",T1078 – Valid Accounts; T1530 – Data from Cloud Storage,Devices; Data,
2.1.15,Policy Engine & Management Plane,"Conditional Access Policy Misconfiguration and Gap Exploitation: Incomplete or incorrectly scoped Conditional Access policies leaving administrative portals, legacy authentication protocols, service principal sign-ins, or workload identities outside of enforcement scope. Legacy authentication protocols (SMTP AUTH, IMAP, POP3, Basic Auth) bypass all modern Conditional Access controls and must be explicitly blocked. The CA What-If tool can be used by an attacker with read-sufficient Entra ID access to enumerate policy gaps and craft authentication flows that satisfy policy conditions without meeting security intent.",T1078 – Valid Accounts; T1556 – Modify Authentication Process,Identity,
2.1.15,Policy Engine & Management Plane,"Entra ID Privileged Identity Management Bypass: Attackers with compromised eligible role assignment accounts activating Global Administrator, Privileged Role Administrator, or high-impact built-in roles via PIM without triggering approval workflows — exploiting misconfigured approval requirements, approval delegation to compromised accounts, or PIM role assignment policy gaps. PIM without enforced approval, justification, and independent audit for tier-0 roles does not satisfy Zero-Trust least-privilege principles for privileged access per NIST SP 800-207 §3.3.",T1078.004 – Valid Accounts: Cloud Accounts; T1098 – Account Manipulation,Identity,
2.1.15,Policy Engine & Management Plane,"Policy Decision Point and Policy Enforcement Point Integrity: Per NIST SP 800-207 §3.1, the ZTA Policy Decision Point (PDP) and Policy Enforcement Point (PEP) are the authoritative trust arbitration components. Compromise of PDP infrastructure — including Entra ID tenant configuration, Conditional Access policy definitions, and named location and trusted network definitions — enables silent policy modification that grants access to all resources governed by the affected policy scope without individual resource compromise.",T1484.002 – Domain Policy Modification: Domain Trust Modification; T1556 – Modify Authentication Process,Identity; Networks,"WS1-A (residual): ""Identity; Network"" → ""Identity; Networks"""
2.1.15,Policy Engine & Management Plane,"Security Tool and SIEM Configuration Tampering: Modification of SIEM alert rules, EDR policy exclusions, DLP policy suppression, or audit log forwarding configuration by privileged insiders or compromised administrator accounts to suppress detection of ongoing compromise activity. Changes to security tooling configuration must be treated as tier-0 privileged operations subject to independent approval, immutable audit logging, and automated alerting on modification.",T1562.001 – Impair Defenses: Disable or Modify Tools; T1562.002 – Impair Defenses: Disable Windows Event Logging; T1211 – Exploitation for Defense Evasion,Identity; Devices,
2.1.15,Policy Engine & Management Plane,"Administrative Credential Theft Targeting Management Plane: Credential theft specifically targeting Global Administrators, Intune Administrators, Security Administrators, and Conditional Access Administrators whose permissions span the entire management plane. Compromise of a single unprotected Global Admin account provides effective control over all Zero-Trust enforcement infrastructure — Conditional Access, MDM compliance policy, identity governance, and security monitoring — simultaneously. Phishing-resistant MFA and privileged access workstations (PAW) are mandatory controls for this account tier.",T1078.004 – Valid Accounts: Cloud Accounts; T1556 – Modify Authentication Process; T1528 – Steal Application Access Token,Identity,
2.1.15,Policy Engine & Management Plane,"Entra ID Tenant and Federation Trust Manipulation: Modification of federated identity provider trust configuration, addition of unauthorised domain federations, or manipulation of Entra ID B2B cross-tenant access settings to introduce attacker-controlled identity providers capable of issuing valid tokens accepted by the tenant. Documented in nation-state campaigns targeting cloud identity infrastructure as a durable persistence mechanism that survives password resets and MFA re-enrolment.",T1484.002 – Domain Policy Modification: Domain Trust Modification; T1556.006 – Modify Authentication Process: Multi-Factor Authentication,Identity,
2.1.15,Policy Engine & Management Plane,"Audit Log Tampering and Log Pipeline Integrity Attacks: Deletion, modification, or suppression of Entra ID audit logs, M365 Unified Audit Log entries, Intune device audit events, or SIEM-ingested endpoint telemetry to conceal management plane changes, privilege escalation, or policy modification. Microsoft 365 audit log retention periods and log forwarding pipeline integrity must be treated as security-critical controls — log gaps must trigger automated alerting rather than silent failure.",T1562.008 – Impair Defenses: Disable Cloud Logs; T1070 – Indicator Removal,Identity; Devices,
2.1.15,Policy Engine & Management Plane,"Zero-Trust Policy Engine Drift and Configuration Regression: Gradual degradation of Zero-Trust enforcement posture through accumulated policy exceptions, emergency access account proliferation, break-glass procedure abuse, and undocumented configuration changes made outside formal change management processes. Policy drift is a documented failure mode for mature ZTA deployments and requires continuous automated configuration compliance scanning against approved policy baseline — equivalent to infrastructure-as-code drift detection applied to identity and access policy.",T1078 – Valid Accounts; T1484 – Domain Policy Modification,Identity; Devices,
2.1.15,Policy Engine & Management Plane,"Supply Chain Compromise of Management Plane Tooling: Compromise of identity governance platforms, PAM solutions, MDM management consoles, or SIEM platforms used to administer the Zero-Trust policy engine via software supply chain attack or malicious update. Management plane tooling represents a single-point-of-failure for the entire ZTA enforcement architecture and must be subject to the same supply chain integrity controls applied to endpoint software, including SBOM tracking, integrity verification, and vendor security assessment.",T1195.002 – Supply Chain Compromise: Compromise Software Supply Chain; T1072 – Software Deployment Tools,Identity; Devices; Applications & Workloads,
